total_score	I_sc	description
-767.626	-3.980	complex_global_dock_04832
-767.714	-3.977	complex_global_dock_06781
-768.331	-3.977	complex_global_dock_09662
-767.617	-3.976	complex_global_dock_08537
-767.869	-3.975	complex_global_dock_00749
-768.676	-3.975	complex_global_dock_01400
-768.302	-3.974	complex_global_dock_01124
-767.634	-3.968	complex_global_dock_00994
-767.802	-3.966	complex_global_dock_06419
-767.586	-3.965	complex_global_dock_06254
-767.800	-3.964	complex_global_dock_06588
-768.339	-3.964	complex_global_dock_08137
-759.271	-3.963	complex_global_dock_00209
-767.106	-3.963	complex_global_dock_00441
-767.884	-3.962	complex_global_dock_05021
-767.563	-3.961	complex_global_dock_02411
-767.575	-3.959	complex_global_dock_01178
-767.706	-3.959	complex_global_dock_00499
-767.746	-3.959	complex_global_dock_06032
-768.205	-3.959	complex_global_dock_00076
-768.326	-3.959	complex_global_dock_06711
-768.385	-3.959	complex_global_dock_09199
-766.978	-3.958	complex_global_dock_02778
-768.203	-3.957	complex_global_dock_05279
-765.667	-3.956	complex_global_dock_00275
-768.500	-3.956	complex_global_dock_06874
-768.217	-3.955	complex_global_dock_03107
-767.968	-3.953	complex_global_dock_03216
-768.191	-3.953	complex_global_dock_07404
-767.430	-3.952	complex_global_dock_05598
-768.681	-3.951	complex_global_dock_01813
-767.498	-3.950	complex_global_dock_00818
-768.040	-3.950	complex_global_dock_09315
-768.929	-3.950	complex_global_dock_04539
-768.215	-3.949	complex_global_dock_05492
-768.453	-3.949	complex_global_dock_04384
-768.497	-3.948	complex_global_dock_03712
-768.697	-3.947	complex_global_dock_07761
-767.894	-3.945	complex_global_dock_02883
-768.170	-3.944	complex_global_dock_04937
-768.343	-3.944	complex_global_dock_09893
-768.651	-3.943	complex_global_dock_05802
-766.358	-3.942	complex_global_dock_01055
-767.450	-3.941	complex_global_dock_01180
-768.775	-3.940	complex_global_dock_08809
-767.927	-3.939	complex_global_dock_00471
-768.004	-3.939	complex_global_dock_08177
-768.562	-3.939	complex_global_dock_05355
-766.172	-3.938	complex_global_dock_01849
-768.313	-3.938	complex_global_dock_03203
-767.053	-3.936	complex_global_dock_05660
-767.812	-3.936	complex_global_dock_00875
-765.207	-3.933	complex_global_dock_05587
-767.664	-3.933	complex_global_dock_04463
-768.436	-3.933	complex_global_dock_01717
-767.640	-3.930	complex_global_dock_05195
-768.275	-3.930	complex_global_dock_08154
-768.013	-3.928	complex_global_dock_08433
-768.421	-3.927	complex_global_dock_00874
-768.505	-3.927	complex_global_dock_00674
-767.008	-3.924	complex_global_dock_06219
-767.565	-3.924	complex_global_dock_04023
-768.214	-3.924	complex_global_dock_04242
-768.242	-3.924	complex_global_dock_00946
-767.377	-3.922	complex_global_dock_02147
-768.505	-3.922	complex_global_dock_02262
-768.136	-3.921	complex_global_dock_05781
-768.633	-3.920	complex_global_dock_01979
-767.627	-3.919	complex_global_dock_01947
-767.623	-3.916	complex_global_dock_06914
-767.702	-3.914	complex_global_dock_08518
-767.901	-3.914	complex_global_dock_02942
-768.074	-3.914	complex_global_dock_03258
-768.045	-3.913	complex_global_dock_08458
-768.321	-3.913	complex_global_dock_01715
-766.383	-3.912	complex_global_dock_05350
-767.659	-3.912	complex_global_dock_08980
-767.952	-3.912	complex_global_dock_05633
-767.433	-3.911	complex_global_dock_06740
-768.650	-3.911	complex_global_dock_09286
-767.770	-3.910	complex_global_dock_06027
-767.092	-3.909	complex_global_dock_02150
-769.065	-3.909	complex_global_dock_09637
-767.758	-3.908	complex_global_dock_02073
-767.985	-3.907	complex_global_dock_08097
-768.042	-3.907	complex_global_dock_01304
-767.668	-3.906	complex_global_dock_06530
-767.105	-3.905	complex_global_dock_08543
-767.721	-3.905	complex_global_dock_00112
-768.003	-3.905	complex_global_dock_04123
-767.993	-3.902	complex_global_dock_02776
-768.206	-3.901	complex_global_dock_03128
-766.636	-3.899	complex_global_dock_08507
-767.635	-3.899	complex_global_dock_02174
-767.922	-3.899	complex_global_dock_08629
-766.737	-3.897	complex_global_dock_03899
-768.748	-3.897	complex_global_dock_01550
-768.099	-3.896	complex_global_dock_08666
-768.486	-3.895	complex_global_dock_02110
-768.265	-3.894	complex_global_dock_03938
-767.981	-3.893	complex_global_dock_00260
-769.165	-3.893	complex_global_dock_00534
-768.232	-3.892	complex_global_dock_04117
-768.694	-3.891	complex_global_dock_02154
-768.473	-3.890	complex_global_dock_04032
-768.151	-3.888	complex_global_dock_03965
-768.594	-3.888	complex_global_dock_01231
-767.805	-3.887	complex_global_dock_06735
-768.385	-3.887	complex_global_dock_01616
-767.826	-3.886	complex_global_dock_01179
-767.875	-3.886	complex_global_dock_07852
-765.767	-3.885	complex_global_dock_06211
-767.482	-3.885	complex_global_dock_03734
-767.514	-3.885	complex_global_dock_06636
-768.101	-3.885	complex_global_dock_08826
-767.253	-3.884	complex_global_dock_02182
-768.018	-3.884	complex_global_dock_06568
-768.349	-3.884	complex_global_dock_07413
-768.339	-3.883	complex_global_dock_00409
-767.378	-3.882	complex_global_dock_07277
-768.128	-3.881	complex_global_dock_04394
-768.174	-3.881	complex_global_dock_07561
-768.061	-3.880	complex_global_dock_05988
-767.955	-3.879	complex_global_dock_05975
-767.908	-3.878	complex_global_dock_09014
-767.932	-3.877	complex_global_dock_02558
-768.184	-3.877	complex_global_dock_03158
-768.987	-3.877	complex_global_dock_06122
-766.222	-3.876	complex_global_dock_05989
-767.710	-3.876	complex_global_dock_07856
-768.239	-3.876	complex_global_dock_09351
-767.460	-3.875	complex_global_dock_06385
-767.894	-3.875	complex_global_dock_05966
-768.167	-3.875	complex_global_dock_08689
-767.767	-3.873	complex_global_dock_03230
-767.774	-3.873	complex_global_dock_00571
-767.847	-3.873	complex_global_dock_08040
-768.193	-3.873	complex_global_dock_02838
-767.026	-3.872	complex_global_dock_09304
-767.695	-3.869	complex_global_dock_06057
-768.102	-3.869	complex_global_dock_07532
-768.280	-3.869	complex_global_dock_04602
-768.398	-3.869	complex_global_dock_06563
-767.613	-3.868	complex_global_dock_08194
-767.671	-3.868	complex_global_dock_07495
-768.306	-3.866	complex_global_dock_02907
-768.249	-3.865	complex_global_dock_09702
-768.410	-3.864	complex_global_dock_08979
-767.908	-3.863	complex_global_dock_01289
-768.700	-3.863	complex_global_dock_01621
-767.482	-3.862	complex_global_dock_07919
-767.570	-3.861	complex_global_dock_04041
-767.862	-3.860	complex_global_dock_01413
-766.307	-3.859	complex_global_dock_06880
-768.471	-3.859	complex_global_dock_09780
-768.784	-3.859	complex_global_dock_09181
-768.584	-3.858	complex_global_dock_09359
-767.659	-3.857	complex_global_dock_07708
-768.116	-3.857	complex_global_dock_03069
-765.957	-3.856	complex_global_dock_02665
-767.782	-3.856	complex_global_dock_01899
-768.386	-3.856	complex_global_dock_05291
-766.966	-3.855	complex_global_dock_00232
-767.842	-3.855	complex_global_dock_04148
-768.311	-3.855	complex_global_dock_03555
-767.807	-3.852	complex_global_dock_08030
-767.368	-3.851	complex_global_dock_08038
-768.208	-3.851	complex_global_dock_07528
-768.044	-3.850	complex_global_dock_03168
-768.148	-3.850	complex_global_dock_07467
-768.221	-3.850	complex_global_dock_01578
-768.113	-3.849	complex_global_dock_09529
-767.248	-3.848	complex_global_dock_06727
-767.299	-3.848	complex_global_dock_05859
-767.821	-3.848	complex_global_dock_02127
-768.498	-3.848	complex_global_dock_08147
-767.841	-3.847	complex_global_dock_06075
-768.567	-3.847	complex_global_dock_04666
-767.304	-3.845	complex_global_dock_08822
-768.133	-3.845	complex_global_dock_02870
-767.740	-3.844	complex_global_dock_04247
-767.621	-3.843	complex_global_dock_00999
-768.036	-3.843	complex_global_dock_06613
-769.108	-3.843	complex_global_dock_06591
-767.714	-3.839	complex_global_dock_02744
-768.416	-3.839	complex_global_dock_02693
-767.991	-3.838	complex_global_dock_06946
-768.244	-3.835	complex_global_dock_07737
-767.630	-3.833	complex_global_dock_05455
-768.202	-3.833	complex_global_dock_03175
-768.551	-3.832	complex_global_dock_00346
-766.116	-3.827	complex_global_dock_07044
-766.889	-3.827	complex_global_dock_01841
-767.762	-3.826	complex_global_dock_02140
-768.391	-3.826	complex_global_dock_06652
-767.770	-3.825	complex_global_dock_02983
-767.983	-3.825	complex_global_dock_02936
-768.653	-3.825	complex_global_dock_08678
-767.493	-3.824	complex_global_dock_02449
-768.125	-3.823	complex_global_dock_04513
-768.386	-3.823	complex_global_dock_00374
-766.824	-3.822	complex_global_dock_00325
-768.396	-3.822	complex_global_dock_08354
-768.147	-3.821	complex_global_dock_09678
-767.352	-3.820	complex_global_dock_05203
-767.861	-3.820	complex_global_dock_04075
-766.163	-3.818	complex_global_dock_09669
-767.796	-3.818	complex_global_dock_08463
-768.054	-3.817	complex_global_dock_00873
-768.305	-3.817	complex_global_dock_04818
-766.948	-3.815	complex_global_dock_01117
-767.924	-3.815	complex_global_dock_00664
-768.190	-3.815	complex_global_dock_02223
-768.498	-3.815	complex_global_dock_03433
-768.893	-3.815	complex_global_dock_07600
-767.729	-3.814	complex_global_dock_06509
-767.505	-3.813	complex_global_dock_01456
-767.919	-3.813	complex_global_dock_04809
-767.979	-3.812	complex_global_dock_06947
-767.579	-3.811	complex_global_dock_08885
-768.506	-3.811	complex_global_dock_04938
-767.688	-3.810	complex_global_dock_01181
-767.358	-3.809	complex_global_dock_07388
-767.962	-3.809	complex_global_dock_00383
-768.148	-3.809	complex_global_dock_08236
-766.833	-3.808	complex_global_dock_06348
-767.870	-3.808	complex_global_dock_04507
-768.425	-3.808	complex_global_dock_08567
-767.145	-3.807	complex_global_dock_07835
-768.240	-3.807	complex_global_dock_04017
-768.555	-3.806	complex_global_dock_00080
-767.021	-3.805	complex_global_dock_07819
-768.137	-3.805	complex_global_dock_04157
-768.438	-3.803	complex_global_dock_08451
-767.050	-3.802	complex_global_dock_08731
-767.797	-3.802	complex_global_dock_09639
-768.371	-3.801	complex_global_dock_00621
-763.732	-3.800	complex_global_dock_05621
-767.543	-3.799	complex_global_dock_08174
-768.274	-3.799	complex_global_dock_03487
-769.004	-3.799	complex_global_dock_02933
-768.451	-3.798	complex_global_dock_07842
-767.251	-3.797	complex_global_dock_00408
-767.492	-3.797	complex_global_dock_04003
-767.871	-3.797	complex_global_dock_05318
-767.879	-3.797	complex_global_dock_06086
-766.470	-3.796	complex_global_dock_04063
-768.093	-3.795	complex_global_dock_08951
-766.281	-3.794	complex_global_dock_04505
-767.825	-3.794	complex_global_dock_00105
-767.223	-3.791	complex_global_dock_03792
-767.818	-3.789	complex_global_dock_01090
-767.156	-3.788	complex_global_dock_05096
-767.857	-3.788	complex_global_dock_04326
-768.955	-3.787	complex_global_dock_06476
-769.089	-3.787	complex_global_dock_06948
-767.201	-3.786	complex_global_dock_02981
-768.297	-3.786	complex_global_dock_09079
-766.875	-3.785	complex_global_dock_09036
-767.025	-3.785	complex_global_dock_01969
-765.870	-3.784	complex_global_dock_01052
-768.226	-3.783	complex_global_dock_02774
-768.387	-3.783	complex_global_dock_07808
-767.782	-3.781	complex_global_dock_01610
-766.740	-3.780	complex_global_dock_02373
-768.097	-3.780	complex_global_dock_09240
-766.467	-3.778	complex_global_dock_01295
-766.410	-3.777	complex_global_dock_08835
-767.560	-3.777	complex_global_dock_01135
-767.571	-3.777	complex_global_dock_00589
-767.913	-3.777	complex_global_dock_03039
-765.273	-3.776	complex_global_dock_04009
-767.563	-3.776	complex_global_dock_06879
-767.761	-3.776	complex_global_dock_01053
-767.720	-3.775	complex_global_dock_04871
-768.241	-3.775	complex_global_dock_01972
-768.930	-3.775	complex_global_dock_05171
-767.348	-3.774	complex_global_dock_06115
-767.733	-3.772	complex_global_dock_05618
-767.818	-3.772	complex_global_dock_04655
-768.006	-3.772	complex_global_dock_02120
-768.071	-3.771	complex_global_dock_02729
-767.571	-3.770	complex_global_dock_06537
-768.062	-3.770	complex_global_dock_09145
-763.855	-3.769	complex_global_dock_01529
-767.629	-3.769	complex_global_dock_05800
-767.978	-3.769	complex_global_dock_09710
-768.256	-3.769	complex_global_dock_06305
-767.871	-3.768	complex_global_dock_02857
-767.059	-3.767	complex_global_dock_04660
-768.217	-3.767	complex_global_dock_05574
-768.592	-3.766	complex_global_dock_00730
-766.121	-3.765	complex_global_dock_05071
-766.895	-3.764	complex_global_dock_07104
-767.699	-3.764	complex_global_dock_08852
-767.871	-3.764	complex_global_dock_00850
-767.599	-3.763	complex_global_dock_08971
-768.673	-3.763	complex_global_dock_09317
-766.191	-3.762	complex_global_dock_01735
-767.340	-3.762	complex_global_dock_02511
-767.632	-3.762	complex_global_dock_03586
-768.201	-3.761	complex_global_dock_03306
-765.772	-3.758	complex_global_dock_01732
-767.773	-3.758	complex_global_dock_07697
-768.110	-3.758	complex_global_dock_03818
-768.173	-3.758	complex_global_dock_05421
-767.627	-3.756	complex_global_dock_06605
-766.970	-3.755	complex_global_dock_06223
-767.985	-3.755	complex_global_dock_07249
-768.132	-3.755	complex_global_dock_06595
-766.495	-3.754	complex_global_dock_02935
-767.621	-3.754	complex_global_dock_02975
-767.844	-3.754	complex_global_dock_01758
-767.783	-3.753	complex_global_dock_01479
-767.986	-3.753	complex_global_dock_05170
-766.244	-3.752	complex_global_dock_08708
-767.421	-3.752	complex_global_dock_05016
-767.503	-3.752	complex_global_dock_04515
-767.058	-3.751	complex_global_dock_08939
-768.071	-3.751	complex_global_dock_06058
-767.200	-3.750	complex_global_dock_00800
-767.691	-3.750	complex_global_dock_08246
-767.828	-3.750	complex_global_dock_02815
-767.939	-3.750	complex_global_dock_07356
-768.277	-3.750	complex_global_dock_09587
-767.827	-3.748	complex_global_dock_00420
-767.872	-3.748	complex_global_dock_08169
-767.926	-3.748	complex_global_dock_04910
-768.037	-3.747	complex_global_dock_00782
-768.209	-3.746	complex_global_dock_03881
-768.428	-3.746	complex_global_dock_02054
-767.653	-3.745	complex_global_dock_04927
-768.139	-3.745	complex_global_dock_02029
-767.840	-3.744	complex_global_dock_03988
-768.320	-3.744	complex_global_dock_00810
-767.631	-3.743	complex_global_dock_04142
-767.827	-3.743	complex_global_dock_03236
-767.596	-3.742	complex_global_dock_01618
-768.090	-3.741	complex_global_dock_08719
-767.382	-3.740	complex_global_dock_00368
-767.498	-3.740	complex_global_dock_06217
-768.268	-3.740	complex_global_dock_06112
-767.746	-3.739	complex_global_dock_01390
-767.912	-3.739	complex_global_dock_01679
-767.728	-3.738	complex_global_dock_09325
-769.266	-3.738	complex_global_dock_06341
-767.761	-3.737	complex_global_dock_06615
-765.902	-3.735	complex_global_dock_03391
-763.799	-3.734	complex_global_dock_01144
-768.521	-3.734	complex_global_dock_07649
-767.600	-3.733	complex_global_dock_00096
-768.248	-3.733	complex_global_dock_07243
-768.302	-3.731	complex_global_dock_09596
-767.940	-3.730	complex_global_dock_05199
-767.491	-3.729	complex_global_dock_07168
-768.607	-3.728	complex_global_dock_05820
-766.311	-3.727	complex_global_dock_02400
-767.831	-3.727	complex_global_dock_09143
-766.714	-3.726	complex_global_dock_02463
-767.888	-3.725	complex_global_dock_04734
-768.320	-3.725	complex_global_dock_01851
-768.364	-3.725	complex_global_dock_00351
-766.631	-3.724	complex_global_dock_07180
-766.636	-3.724	complex_global_dock_06721
-767.127	-3.724	complex_global_dock_06790
-767.755	-3.724	complex_global_dock_02563
-767.926	-3.724	complex_global_dock_09774
-767.086	-3.723	complex_global_dock_02310
-765.969	-3.722	complex_global_dock_04128
-768.093	-3.722	complex_global_dock_06183
-768.574	-3.721	complex_global_dock_05081
-768.215	-3.720	complex_global_dock_04178
-768.411	-3.720	complex_global_dock_09082
-767.994	-3.719	complex_global_dock_06911
-768.527	-3.718	complex_global_dock_07147
-768.177	-3.717	complex_global_dock_02973
-768.256	-3.717	complex_global_dock_01454
-768.296	-3.717	complex_global_dock_02931
-768.345	-3.717	complex_global_dock_03182
-767.697	-3.716	complex_global_dock_04108
-767.960	-3.716	complex_global_dock_09561
-767.385	-3.714	complex_global_dock_09913
-768.049	-3.714	complex_global_dock_08769
-768.214	-3.714	complex_global_dock_00820
-767.498	-3.711	complex_global_dock_04030
-767.568	-3.709	complex_global_dock_00142
-767.331	-3.708	complex_global_dock_02708
-767.798	-3.708	complex_global_dock_02102
-767.952	-3.708	complex_global_dock_09180
-767.570	-3.707	complex_global_dock_03652
-768.230	-3.707	complex_global_dock_06357
-768.384	-3.707	complex_global_dock_06550
-767.679	-3.706	complex_global_dock_00713
-767.706	-3.706	complex_global_dock_02956
-768.275	-3.705	complex_global_dock_09448
-767.847	-3.704	complex_global_dock_00833
-767.145	-3.703	complex_global_dock_01039
-767.941	-3.703	complex_global_dock_06695
-768.221	-3.703	complex_global_dock_01913
-768.259	-3.702	complex_global_dock_01865
-767.493	-3.701	complex_global_dock_06121
-767.793	-3.701	complex_global_dock_08380
-768.091	-3.701	complex_global_dock_02170
-767.485	-3.699	complex_global_dock_06797
-768.250	-3.699	complex_global_dock_06875
-767.486	-3.697	complex_global_dock_07690
-767.991	-3.697	complex_global_dock_01575
-767.344	-3.696	complex_global_dock_09073
