total_score	I_sc	description
-766.909	-2.342	complex_global_dock_03826
-767.071	-2.342	complex_global_dock_07120
-767.515	-2.342	complex_global_dock_06082
-765.878	-2.341	complex_global_dock_01092
-766.005	-2.341	complex_global_dock_05091
-766.383	-2.341	complex_global_dock_02177
-766.499	-2.341	complex_global_dock_01885
-766.619	-2.341	complex_global_dock_06165
-767.135	-2.341	complex_global_dock_03922
-766.031	-2.340	complex_global_dock_03409
-766.458	-2.340	complex_global_dock_00743
-766.699	-2.340	complex_global_dock_09910
-766.797	-2.340	complex_global_dock_08594
-766.851	-2.340	complex_global_dock_00808
-766.938	-2.340	complex_global_dock_03628
-766.945	-2.340	complex_global_dock_00069
-766.983	-2.340	complex_global_dock_01495
-766.559	-2.339	complex_global_dock_00315
-763.439	-2.338	complex_global_dock_06110
-766.186	-2.338	complex_global_dock_07620
-766.356	-2.337	complex_global_dock_05408
-766.462	-2.337	complex_global_dock_02269
-766.464	-2.337	complex_global_dock_01236
-767.275	-2.337	complex_global_dock_05030
-765.866	-2.336	complex_global_dock_09334
-766.020	-2.335	complex_global_dock_08068
-766.695	-2.335	complex_global_dock_05706
-766.977	-2.335	complex_global_dock_06160
-766.659	-2.334	complex_global_dock_08546
-766.782	-2.334	complex_global_dock_02628
-766.979	-2.334	complex_global_dock_08142
-767.145	-2.334	complex_global_dock_04212
-767.344	-2.334	complex_global_dock_09777
-765.890	-2.333	complex_global_dock_04711
-766.144	-2.333	complex_global_dock_01739
-766.848	-2.333	complex_global_dock_07207
-766.852	-2.333	complex_global_dock_09251
-766.995	-2.333	complex_global_dock_08452
-767.005	-2.333	complex_global_dock_07439
-767.278	-2.333	complex_global_dock_03154
-766.664	-2.332	complex_global_dock_08519
-766.829	-2.332	complex_global_dock_03243
-767.077	-2.332	complex_global_dock_00531
-767.313	-2.332	complex_global_dock_07789
-767.843	-2.332	complex_global_dock_06885
-766.391	-2.331	complex_global_dock_02231
-766.516	-2.331	complex_global_dock_03366
-766.892	-2.331	complex_global_dock_02795
-767.193	-2.331	complex_global_dock_00736
-765.889	-2.330	complex_global_dock_07526
-766.276	-2.330	complex_global_dock_05960
-766.881	-2.330	complex_global_dock_09361
-766.891	-2.330	complex_global_dock_08647
-766.922	-2.330	complex_global_dock_07588
-766.459	-2.329	complex_global_dock_06748
-766.643	-2.329	complex_global_dock_06707
-766.733	-2.329	complex_global_dock_09658
-767.059	-2.328	complex_global_dock_04590
-767.325	-2.328	complex_global_dock_02250
-766.093	-2.327	complex_global_dock_04087
-767.072	-2.327	complex_global_dock_00300
-766.358	-2.326	complex_global_dock_09102
-766.422	-2.326	complex_global_dock_01408
-766.590	-2.326	complex_global_dock_00584
-766.720	-2.326	complex_global_dock_05547
-766.793	-2.326	complex_global_dock_03744
-767.094	-2.326	complex_global_dock_08936
-766.417	-2.325	complex_global_dock_05722
-766.764	-2.325	complex_global_dock_02047
-767.004	-2.325	complex_global_dock_08131
-767.128	-2.325	complex_global_dock_06752
-767.339	-2.325	complex_global_dock_07619
-765.932	-2.324	complex_global_dock_05058
-766.407	-2.324	complex_global_dock_04172
-766.513	-2.324	complex_global_dock_04738
-766.591	-2.324	complex_global_dock_00014
-766.799	-2.324	complex_global_dock_02508
-766.390	-2.323	complex_global_dock_08581
-766.548	-2.323	complex_global_dock_07627
-766.718	-2.323	complex_global_dock_07350
-766.837	-2.323	complex_global_dock_01068
-766.626	-2.322	complex_global_dock_07217
-766.770	-2.322	complex_global_dock_03014
-766.808	-2.322	complex_global_dock_02503
-766.976	-2.322	complex_global_dock_08801
-765.769	-2.321	complex_global_dock_09442
-766.415	-2.321	complex_global_dock_08256
-766.507	-2.321	complex_global_dock_07750
-766.585	-2.321	complex_global_dock_06166
-766.764	-2.321	complex_global_dock_07775
-766.904	-2.321	complex_global_dock_01016
-767.151	-2.321	complex_global_dock_00143
-767.195	-2.321	complex_global_dock_07655
-765.947	-2.320	complex_global_dock_07204
-766.019	-2.320	complex_global_dock_05563
-766.080	-2.320	complex_global_dock_09074
-766.373	-2.320	complex_global_dock_09680
-766.918	-2.320	complex_global_dock_06257
-766.998	-2.320	complex_global_dock_04648
-766.811	-2.319	complex_global_dock_01330
-766.628	-2.318	complex_global_dock_08970
-767.285	-2.318	complex_global_dock_07654
-765.892	-2.317	complex_global_dock_00896
-766.528	-2.317	complex_global_dock_09737
-766.661	-2.317	complex_global_dock_01035
-766.722	-2.317	complex_global_dock_06317
-766.911	-2.317	complex_global_dock_05463
-767.091	-2.317	complex_global_dock_05809
-766.303	-2.316	complex_global_dock_05118
-766.610	-2.316	complex_global_dock_04054
-766.720	-2.316	complex_global_dock_05041
-766.877	-2.316	complex_global_dock_00495
-767.057	-2.316	complex_global_dock_01143
-767.582	-2.316	complex_global_dock_01805
-765.634	-2.315	complex_global_dock_04428
-766.280	-2.314	complex_global_dock_07829
-766.637	-2.314	complex_global_dock_04599
-761.587	-2.313	complex_global_dock_09918
-764.899	-2.313	complex_global_dock_00641
-765.510	-2.313	complex_global_dock_06682
-767.223	-2.313	complex_global_dock_02909
-767.276	-2.313	complex_global_dock_01816
-767.552	-2.313	complex_global_dock_05290
-766.958	-2.312	complex_global_dock_07547
-766.200	-2.311	complex_global_dock_00414
-766.892	-2.311	complex_global_dock_03942
-765.932	-2.310	complex_global_dock_09694
-766.153	-2.310	complex_global_dock_09754
-766.628	-2.310	complex_global_dock_02560
-766.729	-2.310	complex_global_dock_04372
-767.013	-2.310	complex_global_dock_00906
-767.520	-2.310	complex_global_dock_08811
-766.438	-2.309	complex_global_dock_09154
-766.963	-2.309	complex_global_dock_09570
-766.964	-2.309	complex_global_dock_07695
-767.036	-2.309	complex_global_dock_05381
-767.079	-2.309	complex_global_dock_08943
-765.765	-2.308	complex_global_dock_01989
-766.165	-2.308	complex_global_dock_08633
-766.239	-2.308	complex_global_dock_00637
-767.050	-2.308	complex_global_dock_00254
-767.386	-2.308	complex_global_dock_05320
-765.814	-2.307	complex_global_dock_06047
-766.227	-2.307	complex_global_dock_03098
-766.410	-2.307	complex_global_dock_09724
-766.884	-2.307	complex_global_dock_07595
-766.907	-2.307	complex_global_dock_09938
-766.965	-2.307	complex_global_dock_06011
-764.487	-2.306	complex_global_dock_05973
-766.501	-2.306	complex_global_dock_06095
-766.803	-2.306	complex_global_dock_02515
-766.968	-2.306	complex_global_dock_04991
-767.155	-2.306	complex_global_dock_02283
-765.619	-2.305	complex_global_dock_04572
-767.033	-2.305	complex_global_dock_03065
-765.874	-2.304	complex_global_dock_05835
-765.975	-2.304	complex_global_dock_08851
-766.547	-2.304	complex_global_dock_06913
-766.579	-2.304	complex_global_dock_05472
-766.621	-2.304	complex_global_dock_01895
-767.135	-2.304	complex_global_dock_03599
-766.062	-2.303	complex_global_dock_00022
-766.247	-2.303	complex_global_dock_00912
-766.513	-2.303	complex_global_dock_04882
-766.554	-2.303	complex_global_dock_06966
-767.354	-2.303	complex_global_dock_07806
-766.655	-2.302	complex_global_dock_08232
-766.795	-2.302	complex_global_dock_02749
-766.834	-2.302	complex_global_dock_05725
-766.203	-2.301	complex_global_dock_04850
-766.447	-2.301	complex_global_dock_03507
-766.551	-2.301	complex_global_dock_08454
-766.758	-2.301	complex_global_dock_08917
-766.760	-2.301	complex_global_dock_09461
-766.817	-2.301	complex_global_dock_06659
-766.942	-2.301	complex_global_dock_08506
-766.425	-2.300	complex_global_dock_06080
-766.547	-2.300	complex_global_dock_09400
-766.677	-2.300	complex_global_dock_09983
-766.799	-2.300	complex_global_dock_02243
-767.129	-2.300	complex_global_dock_09833
-766.364	-2.299	complex_global_dock_06359
-766.549	-2.299	complex_global_dock_00106
-766.877	-2.299	complex_global_dock_04010
-766.956	-2.299	complex_global_dock_08718
-767.102	-2.299	complex_global_dock_08103
-765.950	-2.298	complex_global_dock_05428
-765.974	-2.298	complex_global_dock_01362
-766.130	-2.298	complex_global_dock_05231
-766.645	-2.298	complex_global_dock_01154
-766.659	-2.298	complex_global_dock_05123
-766.932	-2.298	complex_global_dock_08697
-766.483	-2.297	complex_global_dock_06684
-766.695	-2.297	complex_global_dock_06443
-766.695	-2.297	complex_global_dock_02858
-766.764	-2.297	complex_global_dock_03370
-766.844	-2.297	complex_global_dock_03141
-766.695	-2.296	complex_global_dock_02164
-766.776	-2.296	complex_global_dock_02171
-766.820	-2.296	complex_global_dock_03645
-767.469	-2.296	complex_global_dock_09527
-766.152	-2.295	complex_global_dock_04908
-766.331	-2.295	complex_global_dock_05519
-766.441	-2.295	complex_global_dock_07269
-766.478	-2.295	complex_global_dock_02804
-766.621	-2.295	complex_global_dock_03830
-766.651	-2.295	complex_global_dock_05610
-767.054	-2.295	complex_global_dock_06327
-767.055	-2.295	complex_global_dock_09845
-767.103	-2.295	complex_global_dock_02440
-767.144	-2.295	complex_global_dock_09057
-767.157	-2.295	complex_global_dock_04912
-766.061	-2.294	complex_global_dock_07176
-766.724	-2.294	complex_global_dock_04566
-766.029	-2.293	complex_global_dock_08790
-766.696	-2.293	complex_global_dock_00072
-766.715	-2.293	complex_global_dock_00861
-766.998	-2.293	complex_global_dock_09889
-767.096	-2.293	complex_global_dock_06512
-767.934	-2.293	complex_global_dock_07178
-765.699	-2.292	complex_global_dock_03245
-766.263	-2.292	complex_global_dock_08610
-766.916	-2.292	complex_global_dock_06442
-767.182	-2.292	complex_global_dock_01125
-767.509	-2.292	complex_global_dock_05527
-766.033	-2.291	complex_global_dock_05708
-766.258	-2.291	complex_global_dock_06256
-767.316	-2.291	complex_global_dock_00480
-766.093	-2.290	complex_global_dock_03737
-766.364	-2.290	complex_global_dock_04662
-766.530	-2.290	complex_global_dock_06511
-766.981	-2.290	complex_global_dock_06906
-765.373	-2.289	complex_global_dock_07943
-766.512	-2.289	complex_global_dock_03598
-767.015	-2.289	complex_global_dock_02963
-767.174	-2.289	complex_global_dock_07215
-765.883	-2.288	complex_global_dock_02746
-765.987	-2.288	complex_global_dock_08318
-766.368	-2.288	complex_global_dock_03145
-766.500	-2.288	complex_global_dock_09629
-766.624	-2.288	complex_global_dock_08399
-766.637	-2.288	complex_global_dock_00023
-766.650	-2.288	complex_global_dock_04414
-766.800	-2.288	complex_global_dock_00731
-766.819	-2.287	complex_global_dock_07908
-766.867	-2.287	complex_global_dock_02403
-766.356	-2.286	complex_global_dock_00661
-766.546	-2.286	complex_global_dock_02796
-766.558	-2.286	complex_global_dock_06356
-766.796	-2.286	complex_global_dock_07398
-767.086	-2.286	complex_global_dock_08060
-767.123	-2.286	complex_global_dock_08981
-767.212	-2.286	complex_global_dock_06895
-765.694	-2.285	complex_global_dock_04315
-766.244	-2.285	complex_global_dock_03188
-766.799	-2.285	complex_global_dock_02087
-766.838	-2.285	complex_global_dock_05319
-767.052	-2.285	complex_global_dock_09590
-759.411	-2.284	complex_global_dock_00041
-765.658	-2.284	complex_global_dock_06431
-766.005	-2.284	complex_global_dock_00819
-766.109	-2.284	complex_global_dock_02690
-766.354	-2.284	complex_global_dock_00066
-766.806	-2.284	complex_global_dock_01265
-767.077	-2.284	complex_global_dock_05936
-763.943	-2.283	complex_global_dock_02952
-766.193	-2.283	complex_global_dock_09394
-766.372	-2.283	complex_global_dock_04467
-766.505	-2.283	complex_global_dock_06309
-766.913	-2.283	complex_global_dock_03109
-766.993	-2.283	complex_global_dock_08371
-765.886	-2.282	complex_global_dock_00443
-766.157	-2.282	complex_global_dock_06220
-766.342	-2.282	complex_global_dock_02424
-766.477	-2.282	complex_global_dock_00121
-766.523	-2.282	complex_global_dock_03539
-766.683	-2.282	complex_global_dock_09389
-766.835	-2.282	complex_global_dock_05695
-766.849	-2.282	complex_global_dock_02051
-766.918	-2.282	complex_global_dock_01620
-767.181	-2.282	complex_global_dock_09234
-766.205	-2.281	complex_global_dock_02987
-766.703	-2.281	complex_global_dock_08168
-766.745	-2.281	complex_global_dock_02327
-766.672	-2.280	complex_global_dock_07015
-766.674	-2.280	complex_global_dock_02901
-767.508	-2.280	complex_global_dock_08044
-766.206	-2.279	complex_global_dock_03144
-766.876	-2.279	complex_global_dock_08370
-767.174	-2.279	complex_global_dock_08406
-766.277	-2.278	complex_global_dock_01088
-766.962	-2.278	complex_global_dock_06328
-767.454	-2.278	complex_global_dock_06315
-766.602	-2.277	complex_global_dock_02192
-766.678	-2.277	complex_global_dock_05789
-766.721	-2.277	complex_global_dock_06589
-766.772	-2.277	complex_global_dock_01606
-766.772	-2.277	complex_global_dock_02664
-767.125	-2.277	complex_global_dock_09559
-766.239	-2.276	complex_global_dock_03063
-766.380	-2.276	complex_global_dock_02116
-766.793	-2.276	complex_global_dock_09772
-766.502	-2.275	complex_global_dock_01615
-766.521	-2.275	complex_global_dock_08958
-766.568	-2.275	complex_global_dock_07705
-767.012	-2.275	complex_global_dock_01998
-767.325	-2.275	complex_global_dock_09921
-766.448	-2.274	complex_global_dock_06222
-766.606	-2.274	complex_global_dock_06892
-767.254	-2.274	complex_global_dock_05737
-766.302	-2.273	complex_global_dock_05182
-766.311	-2.273	complex_global_dock_02072
-766.390	-2.273	complex_global_dock_04006
-763.574	-2.272	complex_global_dock_05466
-764.952	-2.272	complex_global_dock_06190
-766.137	-2.272	complex_global_dock_05078
-766.322	-2.272	complex_global_dock_08760
-766.358	-2.272	complex_global_dock_06644
-766.500	-2.272	complex_global_dock_04570
-766.836	-2.272	complex_global_dock_05416
-766.845	-2.272	complex_global_dock_00982
-766.169	-2.271	complex_global_dock_01342
-766.611	-2.271	complex_global_dock_09771
-767.193	-2.271	complex_global_dock_07406
-766.693	-2.270	complex_global_dock_07950
-766.807	-2.270	complex_global_dock_00470
-766.822	-2.270	complex_global_dock_03364
-766.577	-2.269	complex_global_dock_04843
-765.780	-2.268	complex_global_dock_05411
-766.003	-2.268	complex_global_dock_09300
-766.338	-2.268	complex_global_dock_00331
-766.196	-2.267	complex_global_dock_05095
-766.369	-2.267	complex_global_dock_09281
-766.429	-2.267	complex_global_dock_09384
-766.666	-2.267	complex_global_dock_02225
-766.765	-2.267	complex_global_dock_05671
-766.776	-2.267	complex_global_dock_08188
-767.049	-2.267	complex_global_dock_06579
-767.139	-2.267	complex_global_dock_02291
-767.434	-2.267	complex_global_dock_01442
-766.002	-2.266	complex_global_dock_02885
-766.771	-2.266	complex_global_dock_03003
-766.837	-2.266	complex_global_dock_02105
-766.896	-2.266	complex_global_dock_08755
-765.668	-2.265	complex_global_dock_03604
-766.084	-2.265	complex_global_dock_03939
-766.943	-2.265	complex_global_dock_09773
-767.315	-2.265	complex_global_dock_01416
-767.014	-2.264	complex_global_dock_07331
-767.203	-2.264	complex_global_dock_06992
-767.323	-2.264	complex_global_dock_07869
-766.551	-2.263	complex_global_dock_07924
-766.905	-2.263	complex_global_dock_09306
-767.271	-2.263	complex_global_dock_02612
-766.056	-2.262	complex_global_dock_09314
-766.386	-2.262	complex_global_dock_01324
-766.074	-2.261	complex_global_dock_06826
-766.288	-2.261	complex_global_dock_05952
-766.328	-2.261	complex_global_dock_07923
-766.312	-2.260	complex_global_dock_08687
-767.465	-2.260	complex_global_dock_08080
-766.792	-2.259	complex_global_dock_00965
-766.795	-2.259	complex_global_dock_03264
-765.702	-2.258	complex_global_dock_07817
-766.820	-2.258	complex_global_dock_03195
-766.843	-2.258	complex_global_dock_05219
-767.405	-2.258	complex_global_dock_00715
-766.211	-2.257	complex_global_dock_09634
-766.427	-2.257	complex_global_dock_06637
-766.774	-2.257	complex_global_dock_08215
-764.617	-2.256	complex_global_dock_07002
-766.704	-2.256	complex_global_dock_06141
-767.003	-2.256	complex_global_dock_08490
-767.441	-2.256	complex_global_dock_02346
-767.590	-2.256	complex_global_dock_04803
-766.379	-2.255	complex_global_dock_03239
-766.401	-2.255	complex_global_dock_05385
-766.569	-2.255	complex_global_dock_00170
-766.658	-2.255	complex_global_dock_08011
-766.869	-2.255	complex_global_dock_02534
-766.424	-2.254	complex_global_dock_06956
-766.651	-2.254	complex_global_dock_09775
-766.689	-2.254	complex_global_dock_02502
-766.840	-2.254	complex_global_dock_00160
-765.838	-2.253	complex_global_dock_01288
-766.107	-2.253	complex_global_dock_02572
-766.241	-2.253	complex_global_dock_04253
-766.287	-2.253	complex_global_dock_06967
-766.771	-2.253	complex_global_dock_07642
-766.809	-2.253	complex_global_dock_05229
-765.741	-2.252	complex_global_dock_03422
-766.206	-2.252	complex_global_dock_07860
-766.277	-2.252	complex_global_dock_09963
-766.610	-2.252	complex_global_dock_04582
-766.632	-2.251	complex_global_dock_01013
-766.830	-2.251	complex_global_dock_00748
-766.886	-2.251	complex_global_dock_02089
-766.891	-2.251	complex_global_dock_02210
-767.045	-2.251	complex_global_dock_01127
-767.195	-2.251	complex_global_dock_05269
-766.509	-2.250	complex_global_dock_02287
-766.746	-2.250	complex_global_dock_06265
-767.023	-2.250	complex_global_dock_00310
-766.030	-2.249	complex_global_dock_00619
-766.386	-2.249	complex_global_dock_01631
-766.553	-2.249	complex_global_dock_08144
-766.725	-2.249	complex_global_dock_01819
-766.802	-2.249	complex_global_dock_07590
-766.832	-2.249	complex_global_dock_09202
-767.187	-2.249	complex_global_dock_00656
-766.418	-2.248	complex_global_dock_06855
-766.637	-2.248	complex_global_dock_04612
-765.530	-2.247	complex_global_dock_09172
-765.714	-2.247	complex_global_dock_08686
-766.059	-2.247	complex_global_dock_07287
-766.263	-2.247	complex_global_dock_01902
-766.434	-2.247	complex_global_dock_09759
-765.797	-2.246	complex_global_dock_03326
-765.813	-2.246	complex_global_dock_00623
-766.447	-2.246	complex_global_dock_08499
-766.475	-2.246	complex_global_dock_08608
-766.679	-2.246	complex_global_dock_02919
-766.840	-2.246	complex_global_dock_05028
-767.299	-2.246	complex_global_dock_06759
-767.515	-2.246	complex_global_dock_00627
-767.936	-2.246	complex_global_dock_07329
-764.433	-2.245	complex_global_dock_05951
-766.294	-2.245	complex_global_dock_08439
-766.616	-2.245	complex_global_dock_03661
-767.279	-2.245	complex_global_dock_04946
-765.831	-2.244	complex_global_dock_08923
-766.706	-2.244	complex_global_dock_06319
-766.759	-2.244	complex_global_dock_07636
-766.987	-2.244	complex_global_dock_08219
-764.975	-2.243	complex_global_dock_06149
-766.122	-2.243	complex_global_dock_09512
-767.301	-2.243	complex_global_dock_08118
-763.643	-2.242	complex_global_dock_00997
-765.763	-2.242	complex_global_dock_09782
-766.018	-2.242	complex_global_dock_05825
-766.533	-2.242	complex_global_dock_04345
-766.797	-2.242	complex_global_dock_08486
-766.110	-2.241	complex_global_dock_09548
-766.187	-2.241	complex_global_dock_02849
-766.262	-2.241	complex_global_dock_09323
-766.916	-2.241	complex_global_dock_00687
-766.069	-2.240	complex_global_dock_05913
-766.598	-2.240	complex_global_dock_08026
-765.104	-2.239	complex_global_dock_05833
-765.708	-2.239	complex_global_dock_03843
-765.743	-2.239	complex_global_dock_07018
-765.857	-2.239	complex_global_dock_09947
-766.484	-2.239	complex_global_dock_08382
-766.670	-2.239	complex_global_dock_07503
-766.923	-2.239	complex_global_dock_06743
-762.168	-2.238	complex_global_dock_09646
-765.870	-2.238	complex_global_dock_08808
-766.424	-2.238	complex_global_dock_03564
-766.519	-2.238	complex_global_dock_06378
-766.738	-2.238	complex_global_dock_08969
-767.683	-2.238	complex_global_dock_09120
-766.501	-2.237	complex_global_dock_00237
-766.533	-2.237	complex_global_dock_04828
-766.551	-2.237	complex_global_dock_00954
-766.595	-2.237	complex_global_dock_07538
-766.836	-2.237	complex_global_dock_06041
-767.260	-2.237	complex_global_dock_04636
-766.812	-2.236	complex_global_dock_00097
-766.562	-2.235	complex_global_dock_00987
-766.653	-2.235	complex_global_dock_01644
-766.846	-2.235	complex_global_dock_05600
-766.919	-2.235	complex_global_dock_00450
-766.187	-2.234	complex_global_dock_02312
-766.410	-2.234	complex_global_dock_04229
-766.845	-2.234	complex_global_dock_00021
-767.098	-2.234	complex_global_dock_05922
-767.177	-2.234	complex_global_dock_09614
-766.173	-2.233	complex_global_dock_04392
-766.840	-2.233	complex_global_dock_01554
-766.104	-2.232	complex_global_dock_03105
-766.371	-2.232	complex_global_dock_09994
-766.831	-2.232	complex_global_dock_04033
-766.836	-2.232	complex_global_dock_01306
-765.989	-2.231	complex_global_dock_06394
-766.075	-2.231	complex_global_dock_07887
-766.402	-2.231	complex_global_dock_04487
-766.683	-2.231	complex_global_dock_05100
-766.721	-2.231	complex_global_dock_03920
-766.822	-2.231	complex_global_dock_03670
-767.099	-2.231	complex_global_dock_00192
-764.429	-2.229	complex_global_dock_01753
-765.904	-2.229	complex_global_dock_04522
-765.984	-2.229	complex_global_dock_09978
-766.274	-2.229	complex_global_dock_05719
-766.527	-2.229	complex_global_dock_06793
-766.607	-2.229	complex_global_dock_08784
-767.069	-2.229	complex_global_dock_07847
-765.856	-2.228	complex_global_dock_02728
-766.823	-2.228	complex_global_dock_05765
-766.622	-2.227	complex_global_dock_09591
-766.745	-2.227	complex_global_dock_00750
-767.138	-2.227	complex_global_dock_00947
-766.616	-2.226	complex_global_dock_09768
-766.795	-2.226	complex_global_dock_00445
-766.823	-2.226	complex_global_dock_02090
-767.461	-2.226	complex_global_dock_02578
-766.004	-2.225	complex_global_dock_03013
-766.177	-2.225	complex_global_dock_00140
-766.533	-2.225	complex_global_dock_05311
-766.238	-2.224	complex_global_dock_07678
-766.339	-2.224	complex_global_dock_04482
-766.341	-2.224	complex_global_dock_06129
-766.510	-2.224	complex_global_dock_01224
-766.589	-2.224	complex_global_dock_09039
-766.902	-2.224	complex_global_dock_01453
-766.043	-2.223	complex_global_dock_01724
-766.215	-2.223	complex_global_dock_00166
-766.407	-2.223	complex_global_dock_04503
-766.689	-2.223	complex_global_dock_09758
-766.860	-2.223	complex_global_dock_04949
-766.880	-2.223	complex_global_dock_09159
-766.903	-2.223	complex_global_dock_04415
-765.813	-2.222	complex_global_dock_06770
-766.641	-2.222	complex_global_dock_06631
-766.710	-2.222	complex_global_dock_04753
-766.831	-2.222	complex_global_dock_03951
-766.407	-2.221	complex_global_dock_01430
-766.476	-2.221	complex_global_dock_02309
-766.831	-2.221	complex_global_dock_09897
-766.853	-2.221	complex_global_dock_02355
-765.718	-2.220	complex_global_dock_04877
-766.152	-2.220	complex_global_dock_02394
-766.443	-2.220	complex_global_dock_08222
-766.743	-2.220	complex_global_dock_08762
-765.897	-2.219	complex_global_dock_07409
-766.639	-2.219	complex_global_dock_08533
-767.017	-2.219	complex_global_dock_06325
-767.025	-2.219	complex_global_dock_05084
-767.040	-2.219	complex_global_dock_07441
-766.630	-2.218	complex_global_dock_06429
-766.760	-2.218	complex_global_dock_03584
-765.024	-2.217	complex_global_dock_00274
-766.842	-2.217	complex_global_dock_06016
-766.953	-2.217	complex_global_dock_08534
-765.843	-2.216	complex_global_dock_07075
-766.638	-2.216	complex_global_dock_04531
-766.662	-2.216	complex_global_dock_05190
-766.747	-2.216	complex_global_dock_03695
-766.761	-2.216	complex_global_dock_07151
-767.152	-2.216	complex_global_dock_01447
-766.548	-2.215	complex_global_dock_04088
-767.002	-2.215	complex_global_dock_04450
-766.223	-2.214	complex_global_dock_00115
-766.613	-2.214	complex_global_dock_01131
-766.712	-2.214	complex_global_dock_05523
-766.750	-2.214	complex_global_dock_04529
-766.919	-2.214	complex_global_dock_01647
-766.145	-2.213	complex_global_dock_05911
-766.499	-2.213	complex_global_dock_01678
-766.840	-2.213	complex_global_dock_05543
-766.970	-2.213	complex_global_dock_04376
-766.612	-2.212	complex_global_dock_01613
-766.622	-2.212	complex_global_dock_00892
-766.723	-2.212	complex_global_dock_07911
-766.772	-2.212	complex_global_dock_09456
-767.360	-2.212	complex_global_dock_04649
-766.211	-2.211	complex_global_dock_09998
-766.734	-2.211	complex_global_dock_04361
-766.767	-2.211	complex_global_dock_03834
-766.850	-2.211	complex_global_dock_05286
-766.939	-2.211	complex_global_dock_09673
-766.387	-2.210	complex_global_dock_08883
-767.079	-2.210	complex_global_dock_06067
-767.125	-2.210	complex_global_dock_08530
-766.077	-2.209	complex_global_dock_08027
-766.410	-2.209	complex_global_dock_05776
-766.489	-2.209	complex_global_dock_05430
-766.673	-2.209	complex_global_dock_09763
-766.714	-2.208	complex_global_dock_07529
-766.747	-2.208	complex_global_dock_00689
-766.835	-2.208	complex_global_dock_08975
-766.847	-2.208	complex_global_dock_04523
-765.597	-2.207	complex_global_dock_05255
-766.398	-2.207	complex_global_dock_05580
-766.542	-2.207	complex_global_dock_06264
-766.707	-2.207	complex_global_dock_07362
-766.745	-2.207	complex_global_dock_06491
-766.877	-2.207	complex_global_dock_03169
-767.238	-2.207	complex_global_dock_03524
-760.476	-2.206	complex_global_dock_05447
-766.417	-2.206	complex_global_dock_00178
-766.562	-2.206	complex_global_dock_03589
-766.636	-2.206	complex_global_dock_08295
-766.665	-2.206	complex_global_dock_08386
-766.724	-2.206	complex_global_dock_04573
-766.815	-2.206	complex_global_dock_03199
-763.616	-2.205	complex_global_dock_04874
-766.306	-2.205	complex_global_dock_03120
-765.978	-2.204	complex_global_dock_04282
-767.134	-2.204	complex_global_dock_08262
-767.154	-2.204	complex_global_dock_04563
-765.838	-2.203	complex_global_dock_03896
-766.291	-2.203	complex_global_dock_02010
-766.489	-2.203	complex_global_dock_08269
-765.790	-2.202	complex_global_dock_02689
-766.615	-2.202	complex_global_dock_01138
-766.842	-2.202	complex_global_dock_05373
-766.878	-2.202	complex_global_dock_00216
-767.077	-2.202	complex_global_dock_07173
-767.472	-2.202	complex_global_dock_07984
-764.798	-2.201	complex_global_dock_08780
-764.955	-2.201	complex_global_dock_05477
-765.826	-2.201	complex_global_dock_05069
-766.275	-2.201	complex_global_dock_02856
-766.537	-2.201	complex_global_dock_02273
-766.537	-2.201	complex_global_dock_03465
-766.586	-2.201	complex_global_dock_02518
-766.606	-2.201	complex_global_dock_00402
-766.717	-2.201	complex_global_dock_06002
-766.719	-2.201	complex_global_dock_03280
-766.778	-2.201	complex_global_dock_00364
-767.022	-2.201	complex_global_dock_03309
-766.784	-2.200	complex_global_dock_02658
-766.924	-2.200	complex_global_dock_07868
-767.179	-2.200	complex_global_dock_06496
-765.991	-2.199	complex_global_dock_05292
-766.919	-2.199	complex_global_dock_03481
-767.028	-2.199	complex_global_dock_02608
-765.862	-2.198	complex_global_dock_03720
-766.191	-2.198	complex_global_dock_06962
-766.758	-2.198	complex_global_dock_04127
-766.804	-2.198	complex_global_dock_03040
-766.852	-2.198	complex_global_dock_02126
-765.919	-2.197	complex_global_dock_00591
-766.304	-2.197	complex_global_dock_00823
-766.692	-2.197	complex_global_dock_07185
-766.749	-2.197	complex_global_dock_06290
-766.127	-2.196	complex_global_dock_07407
-766.570	-2.196	complex_global_dock_00695
-766.658	-2.196	complex_global_dock_09588
-767.099	-2.196	complex_global_dock_09204
-767.504	-2.196	complex_global_dock_04920
-766.709	-2.195	complex_global_dock_01790
-766.719	-2.195	complex_global_dock_03631
-766.624	-2.194	complex_global_dock_07833
-766.676	-2.194	complex_global_dock_03345
-766.919	-2.194	complex_global_dock_03457
-767.040	-2.194	complex_global_dock_03022
-766.310	-2.193	complex_global_dock_02161
-766.508	-2.193	complex_global_dock_03753
-766.682	-2.193	complex_global_dock_01268
-767.469	-2.193	complex_global_dock_03220
-765.761	-2.192	complex_global_dock_08942
-766.732	-2.192	complex_global_dock_09479
-766.765	-2.192	complex_global_dock_00900
-764.860	-2.191	complex_global_dock_00696
-766.521	-2.191	complex_global_dock_04262
-766.601	-2.191	complex_global_dock_06990
-766.686	-2.191	complex_global_dock_08751
-766.290	-2.190	complex_global_dock_04822
-766.742	-2.190	complex_global_dock_08742
-766.762	-2.190	complex_global_dock_07036
-765.872	-2.189	complex_global_dock_07270
-766.331	-2.189	complex_global_dock_06856
-767.000	-2.189	complex_global_dock_01421
-766.657	-2.188	complex_global_dock_04116
